league,season,phase,home,away,hg,ag,corrected,ksi_id
besta,2019,main,FH,Grindavík,3,0,0,625562
besta,2019,main,Breiðablik,KR,1,2,0,632467
besta,2019,main,Stjarnan,ÍBV,3,2,0,740868
besta,2019,main,ÍA,Víkingur R.,1,5,0,744260
besta,2019,main,Valur,HK,2,0,0,753779
besta,2019,main,KA,Fylkir,4,2,0,756814
besta,2019,main,KR,FH,3,2,0,757437
besta,2019,main,Fylkir,Stjarnan,1,4,0,754233
besta,2019,main,Grindavík,Valur,2,2,0,756588
besta,2019,main,HK,ÍA,1,1,0,727825
besta,2019,main,Víkingur R.,KA,2,3,0,686316
besta,2019,main,ÍBV,Breiðablik,1,1,0,692231
besta,2019,main,Fylkir,Víkingur R.,3,1,0,754298
besta,2019,main,FH,ÍBV,6,4,0,625418
besta,2019,main,Breiðablik,Stjarnan,1,1,0,632211
besta,2019,main,Valur,KR,0,1,0,753665
besta,2019,main,ÍA,Grindavík,1,1,0,744367
besta,2019,main,KA,HK,1,1,0,756661
besta,2019,main,Breiðablik,Fylkir,4,3,0,632213
besta,2019,main,KR,ÍA,2,0,0,757441
besta,2019,main,ÍBV,Valur,2,1,0,692287
besta,2019,main,HK,Víkingur R.,1,3,0,729133
besta,2019,main,Stjarnan,FH,1,3,0,739574
besta,2019,main,Grindavík,KA,0,2,0,756594
besta,2019,main,Fylkir,HK,3,2,0,754180
besta,2019,main,Valur,Stjarnan,2,2,0,753639
besta,2019,main,FH,Breiðablik,2,4,0,625360
besta,2019,main,Víkingur R.,Grindavík,1,0,0,683773
besta,2019,main,KA,KR,0,0,0,757230
besta,2019,main,ÍA,ÍBV,2,1,0,744182
besta,2019,main,Breiðablik,Valur,3,3,0,632224
besta,2019,main,KR,Víkingur R.,1,0,0,757429
besta,2019,main,Stjarnan,ÍA,3,1,0,741393
besta,2019,main,FH,Fylkir,2,1,0,625357
besta,2019,main,Grindavík,HK,1,1,0,756592
besta,2019,main,ÍBV,KA,1,1,0,692303
besta,2019,main,Fylkir,Grindavík,2,1,0,754347
besta,2019,main,Valur,FH,2,3,0,753672
besta,2019,main,ÍA,Breiðablik,1,2,0,744382
besta,2019,main,KA,Stjarnan,4,2,0,757229
besta,2019,main,Víkingur R.,ÍBV,3,1,0,683076
besta,2019,main,HK,KR,4,1,0,726734
besta,2019,main,Stjarnan,Víkingur R.,2,1,0,739040
besta,2019,main,Valur,Fylkir,1,0,0,753615
besta,2019,main,Breiðablik,KA,4,0,0,632231
besta,2019,main,FH,ÍA,1,0,0,625355
besta,2019,main,KR,Grindavík,5,2,0,757501
besta,2019,main,ÍBV,HK,0,1,0,692305
besta,2019,main,Víkingur R.,Breiðablik,3,2,0,682342
besta,2019,main,HK,Stjarnan,1,1,0,729210
besta,2019,main,ÍA,Valur,1,2,0,744048
besta,2019,main,Fylkir,KR,1,4,0,754171
besta,2019,main,KA,FH,1,0,0,757228
besta,2019,main,Grindavík,ÍBV,2,1,0,756602
besta,2019,main,HK,FH,2,0,0,729150
besta,2019,main,Breiðablik,Grindavík,0,0,0,632260
besta,2019,main,Víkingur R.,Valur,2,2,0,686364
besta,2019,main,KR,Stjarnan,2,2,0,757525
besta,2019,main,KA,ÍA,1,1,0,757227
besta,2019,main,Fylkir,ÍBV,3,0,0,754255
besta,2019,main,Grindavík,ÍA,1,1,0,756600
besta,2019,main,Víkingur R.,Fylkir,1,1,0,685528
besta,2019,main,HK,KA,2,1,0,728485
besta,2019,main,ÍBV,FH,1,2,0,692481
besta,2019,main,FH,Víkingur R.,1,0,0,625347
besta,2019,main,Breiðablik,HK,1,2,0,632422
besta,2019,main,ÍBV,KR,1,2,0,692334
besta,2019,main,ÍA,Fylkir,2,0,0,744222
besta,2019,main,Stjarnan,Grindavík,0,0,0,740198
besta,2019,main,Valur,KA,3,1,0,753771
besta,2019,main,Grindavík,FH,0,0,0,756604
besta,2019,main,KR,Breiðablik,2,0,0,757493
besta,2019,main,Víkingur R.,ÍA,0,0,0,686221
besta,2019,main,HK,Valur,1,2,0,728922
besta,2019,main,Fylkir,KA,3,2,0,754365
besta,2019,main,ÍBV,Stjarnan,0,2,0,692337
besta,2019,main,FH,KR,1,2,0,625317
besta,2019,main,KA,Víkingur R.,3,4,0,757226
besta,2019,main,Valur,Grindavík,1,0,0,753698
besta,2019,main,Stjarnan,Fylkir,5,1,0,740558
besta,2019,main,ÍA,HK,0,2,0,744174
besta,2019,main,Breiðablik,ÍBV,3,1,0,632499
besta,2019,main,KR,Valur,3,2,0,757458
besta,2019,main,Stjarnan,Breiðablik,1,3,0,741329
besta,2019,main,KA,Grindavík,2,1,0,757225
besta,2019,main,Valur,ÍBV,5,0,0,753628
besta,2019,main,ÍA,KR,1,3,0,744162
besta,2019,main,Víkingur R.,HK,2,1,0,685136
besta,2019,main,FH,Stjarnan,2,2,0,625310
besta,2019,main,Fylkir,Breiðablik,4,3,0,754266
besta,2019,main,HK,Fylkir,1,2,0,728008
besta,2019,main,Stjarnan,Valur,2,1,0,738929
besta,2019,main,Breiðablik,FH,4,1,0,631164
besta,2019,main,ÍBV,ÍA,3,2,0,691749
besta,2019,main,KR,KA,1,0,0,757421
besta,2019,main,Grindavík,Víkingur R.,0,0,0,756599
besta,2019,main,Valur,Breiðablik,0,1,0,753820
besta,2019,main,Fylkir,FH,2,2,0,754108
besta,2019,main,ÍA,Stjarnan,2,0,0,744287
besta,2019,main,Víkingur R.,KR,0,1,0,752345
besta,2019,main,KA,ÍBV,2,0,0,757224
besta,2019,main,HK,Grindavík,0,0,0,727915
besta,2019,main,FH,Valur,3,2,0,625216
besta,2019,main,KR,HK,3,2,0,757530
besta,2019,main,Grindavík,Fylkir,1,0,0,756595
besta,2019,main,Breiðablik,ÍA,0,1,0,631248
besta,2019,main,Stjarnan,KA,0,2,0,739832
besta,2019,main,ÍBV,Víkingur R.,1,1,0,691848
besta,2019,main,Grindavík,KR,2,1,0,756598
besta,2019,main,Fylkir,Valur,0,1,0,754125
besta,2019,main,HK,ÍBV,2,0,0,729089
besta,2019,main,ÍA,FH,2,0,0,744252
besta,2019,main,Víkingur R.,Stjarnan,3,4,0,752356
besta,2019,main,KA,Breiðablik,0,1,0,757223
besta,2019,main,KR,Fylkir,1,1,0,757510
besta,2019,main,Valur,ÍA,1,2,0,753638
besta,2019,main,ÍBV,Grindavík,2,2,0,691799
besta,2019,main,Breiðablik,Víkingur R.,3,1,0,754111
besta,2019,main,Stjarnan,HK,1,0,0,739805
besta,2019,main,FH,KA,3,2,0,625191
besta,2019,main,Víkingur R.,FH,1,1,0,752439
besta,2019,main,Fylkir,ÍA,2,2,0,754104
besta,2019,main,Grindavík,Stjarnan,1,1,0,756601
besta,2019,main,KR,ÍBV,3,0,0,757505
besta,2019,main,KA,Valur,1,0,0,757222
besta,2019,main,HK,Breiðablik,2,2,0,729119
besta,2019,main,Stjarnan,KR,1,1,0,739415
besta,2019,main,ÍA,KA,3,1,0,744164
besta,2019,main,FH,HK,2,0,0,625183
besta,2019,main,ÍBV,Fylkir,0,3,0,691794
besta,2019,main,Grindavík,Breiðablik,0,2,0,756603
besta,2019,main,Valur,Víkingur R.,3,3,0,753703
besta,2020,main,Víkingur R.,Fylkir,0,0,0,687187
besta,2020,main,HK,KA,0,0,0,728205
besta,2020,main,Stjarnan,Breiðablik,0,0,0,739816
besta,2020,main,ÍA,Fjölnir,0,0,0,744256
besta,2020,main,Grótta,KR,0,0,0,750596
besta,2020,main,Valur,FH,0,0,0,753626
besta,2020,main,Grótta,Stjarnan,0,0,0,750594
besta,2020,main,Fylkir,ÍA,0,0,0,754130
besta,2020,main,KA,Valur,0,0,0,757213
besta,2020,main,Fjölnir,HK,0,0,0,712984
besta,2020,main,Breiðablik,Víkingur R.,0,0,0,631261
besta,2020,main,FH,KR,0,0,0,621298
besta,2020,main,HK,Fylkir,0,0,0,728215
besta,2020,main,Valur,Fjölnir,0,0,0,753824
besta,2020,main,Grótta,FH,0,0,0,750593
besta,2020,main,Víkingur R.,Stjarnan,0,0,0,687140
besta,2020,main,ÍA,Breiðablik,0,0,0,744275
besta,2020,main,KR,KA,0,0,0,757511
besta,2020,main,Stjarnan,KR,0,0,0,739742
besta,2020,main,Fjölnir,KR,0,0,0,712958
besta,2020,main,Breiðablik,HK,0,0,0,631258
besta,2020,main,Stjarnan,ÍA,0,0,0,739844
besta,2020,main,Fylkir,Valur,0,0,0,754151
besta,2020,main,KA,FH,0,0,0,757212
besta,2020,main,Víkingur R.,Grótta,0,0,0,687148
besta,2020,main,Breiðablik,Fylkir,4,1,0,631032
besta,2020,main,Valur,Grótta,6,0,0,753790
besta,2020,main,Stjarnan,Fjölnir,1,0,0,739642
besta,2020,main,HK,KR,1,1,0,728147
besta,2020,main,ÍA,FH,0,4,0,744137
besta,2020,main,Víkingur R.,KA,2,2,0,687445
besta,2020,main,Stjarnan,FH,1,1,0,739616
besta,2020,main,Víkingur R.,KR,0,2,0,687482
besta,2020,main,Breiðablik,KA,1,1,0,630949
besta,2020,main,HK,Stjarnan,2,3,0,728225
besta,2020,main,Valur,Breiðablik,1,1,0,753810
besta,2020,main,Grótta,KA,2,4,0,750592
besta,2020,main,ÍA,Víkingur R.,2,2,0,744293
besta,2020,main,FH,Fjölnir,1,0,0,621301
besta,2020,main,KR,Fylkir,1,2,0,757514
besta,2020,main,Fylkir,Víkingur R.,2,1,0,754172
besta,2020,main,Breiðablik,Stjarnan,2,1,0,631223
besta,2020,main,FH,Valur,1,4,0,621279
besta,2020,main,Fjölnir,ÍA,1,2,0,752106
besta,2020,main,KR,Grótta,1,1,0,757491
besta,2020,main,KA,HK,1,1,0,757219
besta,2020,main,Víkingur R.,HK,1,1,0,687207
besta,2020,main,Breiðablik,KR,0,2,0,631182
besta,2020,main,Stjarnan,Valur,1,5,0,739860
besta,2020,main,Fylkir,FH,1,4,0,754158
besta,2020,main,ÍA,Grótta,3,0,0,744296
besta,2020,main,Fjölnir,KA,1,1,0,751975
besta,2020,main,ÍA,Valur,2,4,0,744124
besta,2020,main,FH,Víkingur R.,1,0,0,621274
besta,2020,main,Grótta,Fjölnir,2,2,0,750587
besta,2020,main,Valur,Víkingur R.,2,0,0,753762
besta,2020,main,HK,ÍA,3,2,0,728142
besta,2020,main,FH,Breiðablik,3,1,0,621315
besta,2020,main,KA,Fylkir,2,0,0,757211
besta,2020,main,KR,Stjarnan,1,2,0,757468
besta,2020,main,Fjölnir,Breiðablik,1,4,0,752073
besta,2020,main,Grótta,Fylkir,0,2,0,750624
besta,2020,main,Valur,HK,1,0,0,753774
besta,2020,main,KR,ÍA,4,1,0,757482
besta,2020,main,KA,Stjarnan,0,0,0,757221
besta,2020,main,HK,Grótta,3,0,0,728143
besta,2020,main,Stjarnan,KA,1,1,0,739771
besta,2020,main,KR,Valur,4,5,0,757487
besta,2020,main,Fylkir,Fjölnir,2,0,0,754224
besta,2020,main,KA,ÍA,2,2,0,757220
besta,2020,main,FH,HK,4,0,0,621276
besta,2020,main,Fylkir,Stjarnan,1,1,0,754196
besta,2020,main,Grótta,Breiðablik,0,1,0,750621
besta,2020,main,Fjölnir,Víkingur R.,1,1,0,752085
besta,2020,main,FH,Stjarnan,1,2,0,621287
besta,2020,main,Víkingur R.,Breiðablik,2,4,0,687415
besta,2020,main,HK,Fjölnir,3,1,0,728151
besta,2020,main,ÍA,Fylkir,3,2,0,744150
besta,2020,main,Valur,KA,1,0,0,753816
besta,2020,main,Stjarnan,Grótta,1,1,0,739645
besta,2020,main,KR,FH,1,2,0,757492
besta,2020,main,Stjarnan,Víkingur R.,1,1,0,739661
besta,2020,main,FH,Grótta,2,1,0,621280
besta,2020,main,Fjölnir,Valur,1,3,0,751966
besta,2020,main,Fylkir,HK,3,2,0,754150
besta,2020,main,Breiðablik,ÍA,5,3,0,631399
besta,2020,main,KA,KR,0,0,0,757218
besta,2020,main,HK,Breiðablik,1,0,0,728159
besta,2020,main,Valur,Fylkir,3,0,0,753655
besta,2020,main,Grótta,Víkingur R.,1,1,0,750615
besta,2020,main,ÍA,Stjarnan,1,2,0,744181
besta,2020,main,KR,Fjölnir,2,2,0,757496
besta,2020,main,FH,KA,0,0,0,621281
besta,2020,main,Breiðablik,Valur,1,2,0,631394
besta,2020,main,Víkingur R.,ÍA,6,2,0,687334
besta,2020,main,Fylkir,KR,0,3,0,754329
besta,2020,main,KA,Grótta,1,0,0,757217
besta,2020,main,Fjölnir,FH,0,3,0,752095
besta,2020,main,Stjarnan,HK,4,1,0,739712
besta,2020,main,FH,Fylkir,1,2,0,621283
besta,2020,main,Valur,Stjarnan,0,0,0,753692
besta,2020,main,KR,Breiðablik,3,1,0,757503
besta,2020,main,KA,Fjölnir,1,1,0,757216
besta,2020,main,HK,Víkingur R.,0,2,0,728168
besta,2020,main,Grótta,ÍA,0,4,0,750609
besta,2020,main,Fylkir,KA,4,1,0,754275
besta,2020,main,Breiðablik,FH,3,3,0,631348
besta,2020,main,ÍA,HK,2,2,0,744207
besta,2020,main,Fjölnir,Grótta,0,3,0,751960
besta,2020,main,Víkingur R.,Valur,1,5,0,687267
besta,2020,main,KA,Breiðablik,2,2,0,757215
besta,2020,main,KR,Víkingur R.,2,0,0,757504
besta,2020,main,Grótta,HK,4,4,0,750602
besta,2020,main,Fjölnir,Fylkir,1,2,0,752024
besta,2020,main,Valur,ÍA,1,4,0,753708
besta,2020,main,Fylkir,Grótta,2,0,0,754270
besta,2020,main,Víkingur R.,FH,4,1,0,687223
besta,2020,main,Breiðablik,Fjölnir,3,1,0,631327
besta,2020,main,ÍA,KR,1,2,0,744225
besta,2020,main,HK,Valur,0,4,0,728189
besta,2020,main,FH,ÍA,2,1,0,621294
besta,2020,main,Fylkir,Breiðablik,0,1,0,754346
besta,2020,main,Fjölnir,Stjarnan,1,4,0,752097
besta,2020,main,KR,HK,0,3,0,757507
besta,2020,main,Grótta,Valur,0,3,0,750600
besta,2020,main,KA,Víkingur R.,0,0,0,757214
besta,2020,main,Stjarnan,Fylkir,2,1,0,739802
besta,2020,main,Víkingur R.,Fjölnir,1,1,0,687196
besta,2020,main,Breiðablik,Grótta,3,0,0,631267
besta,2020,main,HK,FH,2,3,0,728200
besta,2020,main,ÍA,KA,3,1,0,744242
besta,2020,main,Valur,KR,0,1,0,753641
besta,2021,main,Breiðablik,HK,3,0,0,631466
besta,2021,main,Víkingur R.,Leiknir R.,2,0,0,684203
besta,2021,main,Stjarnan,KR,0,2,0,739321
besta,2021,main,Fylkir,Valur,0,6,0,754140
besta,2021,main,KA,FH,2,2,0,757197
besta,2021,main,Keflavík,ÍA,2,3,0,762084
besta,2021,main,HK,Stjarnan,1,0,0,729256
besta,2021,main,Valur,KA,1,4,0,753825
besta,2021,main,KR,Víkingur R.,1,2,0,757439
besta,2021,main,FH,Breiðablik,1,0,0,622404
besta,2021,main,ÍA,Fylkir,5,0,0,743899
besta,2021,main,Leiknir R.,Keflavík,0,1,0,760471
besta,2021,main,Stjarnan,FH,0,4,0,739336
besta,2021,main,Breiðablik,Valur,3,0,0,631659
besta,2021,main,Víkingur R.,HK,3,0,0,684192
besta,2021,main,ÍA,Leiknir R.,3,1,0,743905
besta,2021,main,Keflavík,KR,0,2,0,762083
besta,2021,main,KA,Fylkir,2,0,0,757196
besta,2021,main,HK,Keflavík,1,0,0,729252
besta,2021,main,Fylkir,Breiðablik,0,7,0,754135
besta,2021,main,KR,Leiknir R.,2,1,0,757432
besta,2021,main,FH,Víkingur R.,1,2,0,622406
besta,2021,main,KA,ÍA,3,0,0,757195
besta,2021,main,Valur,Stjarnan,1,2,0,753613
besta,2021,main,ÍA,KR,0,2,0,743911
besta,2021,main,FH,Keflavík,0,0,0,622418
besta,2021,main,KA,Breiðablik,0,2,0,757191
besta,2021,main,Stjarnan,Fylkir,2,0,0,739343
besta,2021,main,Leiknir R.,HK,0,0,0,760474
besta,2021,main,Víkingur R.,Valur,2,1,0,684182
besta,2021,main,Breiðablik,KA,2,0,0,631772
besta,2021,main,Keflavík,FH,0,5,0,762082
besta,2021,main,Fylkir,Víkingur R.,0,3,0,754132
besta,2021,main,HK,KR,0,1,0,729251
besta,2021,main,Breiðablik,ÍA,2,1,0,631817
besta,2021,main,Valur,Keflavík,2,1,0,753617
besta,2021,main,FH,Leiknir R.,5,0,0,622408
besta,2021,main,KA,Stjarnan,2,1,0,757194
besta,2021,main,Stjarnan,Breiðablik,1,3,0,739355
besta,2021,main,ÍA,HK,4,1,0,743917
besta,2021,main,Keflavík,Fylkir,1,1,0,762081
besta,2021,main,KR,FH,1,1,0,757417
besta,2021,main,Leiknir R.,Valur,1,0,0,760477
besta,2021,main,Víkingur R.,KA,2,2,0,684170
besta,2021,main,FH,HK,2,4,0,622410
besta,2021,main,Valur,KR,1,0,0,753621
besta,2021,main,Stjarnan,ÍA,4,0,0,739359
besta,2021,main,Fylkir,Leiknir R.,0,0,0,754123
besta,2021,main,KA,Keflavík,2,1,0,757193
besta,2021,main,Breiðablik,Víkingur R.,4,0,0,631885
besta,2021,main,KR,Fylkir,4,0,0,757387
besta,2021,main,Keflavík,Breiðablik,2,0,0,762080
besta,2021,main,HK,Valur,0,3,0,729244
besta,2021,main,Víkingur R.,Stjarnan,3,2,0,684164
besta,2021,main,ÍA,FH,0,3,0,743925
besta,2021,main,Leiknir R.,KA,0,1,0,760482
besta,2021,main,Leiknir R.,Stjarnan,2,0,0,760486
besta,2021,main,Keflavík,Víkingur R.,1,2,0,762079
besta,2021,main,KR,Breiðablik,1,1,0,757384
besta,2021,main,FH,Fylkir,1,0,0,622412
besta,2021,main,KA,HK,2,0,0,757192
besta,2021,main,ÍA,Valur,2,1,0,743927
besta,2021,main,HK,Víkingur R.,0,0,0,729239
besta,2021,main,Fylkir,KA,2,1,0,754117
besta,2021,main,KR,Keflavík,1,0,0,757376
besta,2021,main,Leiknir R.,ÍA,2,0,0,760491
besta,2021,main,Fylkir,HK,1,2,0,754120
besta,2021,main,KA,KR,1,2,0,587188
besta,2021,main,Víkingur R.,ÍA,1,0,0,684157
besta,2021,main,Breiðablik,Leiknir R.,4,0,0,632184
besta,2021,main,Stjarnan,Keflavík,2,3,0,739362
besta,2021,main,Valur,FH,2,0,0,753629
besta,2021,main,ÍA,Keflavík,2,2,0,743932
besta,2021,main,KR,Stjarnan,1,2,0,757381
besta,2021,main,Leiknir R.,Víkingur R.,2,1,0,760488
besta,2021,main,Valur,Fylkir,1,1,0,753630
besta,2021,main,HK,Breiðablik,2,3,0,729241
besta,2021,main,FH,KA,1,1,0,622415
besta,2021,main,Víkingur R.,KR,1,1,0,684148
besta,2021,main,Breiðablik,FH,4,0,0,632466
besta,2021,main,Keflavík,Leiknir R.,1,0,0,762078
besta,2021,main,Fylkir,ÍA,3,1,0,754118
besta,2021,main,Stjarnan,HK,2,1,0,739374
besta,2021,main,KA,Valur,0,1,0,587187
besta,2021,main,FH,Stjarnan,1,1,0,622417
besta,2021,main,Valur,Breiðablik,3,1,0,753635
besta,2021,main,ÍA,KA,0,2,0,743937
besta,2021,main,Keflavík,HK,2,0,0,762077
besta,2021,main,Leiknir R.,KR,0,2,0,760493
besta,2021,main,Stjarnan,Valur,2,1,0,739382
besta,2021,main,Víkingur R.,FH,2,0,0,684122
besta,2021,main,Breiðablik,Fylkir,2,0,0,631005
besta,2021,main,Valur,Víkingur R.,1,1,0,753642
besta,2021,main,Fylkir,Stjarnan,1,1,0,754113
besta,2021,main,HK,Leiknir R.,2,1,0,729231
besta,2021,main,KR,ÍA,3,1,0,757375
besta,2021,main,KR,HK,1,1,0,757374
besta,2021,main,Leiknir R.,FH,2,1,0,760496
besta,2021,main,Víkingur R.,Fylkir,2,2,0,684114
besta,2021,main,ÍA,Breiðablik,2,3,0,743939
besta,2021,main,Stjarnan,KA,0,1,0,739384
besta,2021,main,Keflavík,Valur,1,2,0,762076
besta,2021,main,FH,KR,0,2,0,622419
besta,2021,main,Valur,Leiknir R.,1,0,0,753644
besta,2021,main,Fylkir,Keflavík,4,2,0,754109
besta,2021,main,Breiðablik,Stjarnan,4,0,0,631097
besta,2021,main,KA,Víkingur R.,0,1,0,587186
besta,2021,main,HK,ÍA,1,3,0,729226
besta,2021,main,HK,FH,1,3,0,729224
besta,2021,main,ÍA,Stjarnan,0,0,0,743948
besta,2021,main,KR,Valur,2,3,0,757372
besta,2021,main,Keflavík,KA,1,4,0,762075
besta,2021,main,Leiknir R.,Fylkir,3,0,0,760500
besta,2021,main,Víkingur R.,Breiðablik,3,0,0,684086
besta,2021,main,Breiðablik,Keflavík,4,0,0,631286
besta,2021,main,FH,ÍA,5,1,0,622420
besta,2021,main,Stjarnan,Víkingur R.,2,3,0,739397
besta,2021,main,Valur,HK,3,2,0,753598
besta,2021,main,Fylkir,KR,1,1,0,754356
besta,2021,main,KA,Leiknir R.,3,0,0,587175
besta,2021,main,FH,Valur,1,1,0,622427
besta,2021,main,Keflavík,Stjarnan,2,0,0,762074
besta,2021,main,Leiknir R.,Breiðablik,3,3,0,760505
besta,2021,main,HK,Fylkir,2,2,0,729219
besta,2021,main,ÍA,Víkingur R.,1,1,0,743952
besta,2021,main,KR,KA,1,3,0,757494
besta,2021,main,Breiðablik,KR,0,2,0,631311
besta,2021,main,Víkingur R.,Keflavík,1,0,0,684067
besta,2021,main,Stjarnan,Leiknir R.,0,0,0,739401
besta,2021,main,Fylkir,FH,0,2,0,754354
besta,2021,main,HK,KA,0,0,0,729218
besta,2021,main,Valur,ÍA,2,0,0,753602
besta,2022,main,Breiðablik,ÍBV,3,0,0,632017
besta,2022,main,Víkingur R.,KR,2,2,0,684239
besta,2022,main,Fram,Keflavík,4,8,0,735029
besta,2022,main,Stjarnan,FH,2,1,0,741868
besta,2022,main,ÍA,Leiknir R.,1,2,0,743328
besta,2022,main,Valur,KA,0,1,0,753657
besta,2022,main,KA,Breiðablik,2,1,0,757167
besta,2022,main,KR,Stjarnan,3,1,0,757431
besta,2022,main,Leiknir R.,Valur,1,0,0,760684
besta,2022,main,Keflavík,Víkingur R.,0,3,0,762042
besta,2022,main,ÍBV,Fram,2,2,0,691788
besta,2022,main,FH,ÍA,6,1,0,623130
besta,2022,main,Víkingur R.,Leiknir R.,9,0,0,686932
besta,2022,main,Breiðablik,Valur,1,0,0,632019
besta,2022,main,Stjarnan,Keflavík,0,2,0,741862
besta,2022,main,Fram,KA,2,2,0,735026
besta,2022,main,ÍA,KR,4,4,0,744411
besta,2022,main,Leiknir R.,FH,0,0,0,760690
besta,2022,main,Víkingur R.,ÍBV,2,2,0,687040
besta,2022,main,Valur,Fram,1,1,0,753658
besta,2022,main,Breiðablik,Leiknir R.,4,0,0,632021
besta,2022,main,KR,FH,0,0,0,757438
besta,2022,main,Keflavík,ÍA,0,1,0,762041
besta,2022,main,KA,Víkingur R.,2,3,0,757166
besta,2022,main,ÍBV,Stjarnan,3,1,0,691791
besta,2022,main,Víkingur R.,Valur,2,2,0,687013
besta,2022,main,Fram,Breiðablik,0,2,0,735025
besta,2022,main,FH,Keflavík,3,0,0,623131
besta,2022,main,Leiknir R.,KR,4,3,0,760693
besta,2022,main,Stjarnan,KA,2,4,0,741859
besta,2022,main,ÍA,ÍBV,2,1,0,744380
besta,2022,main,Fram,Leiknir R.,4,1,0,735024
besta,2022,main,Breiðablik,Víkingur R.,1,1,0,632023
besta,2022,main,Keflavík,KR,0,0,0,762040
besta,2022,main,Valur,Stjarnan,6,1,0,753666
besta,2022,main,KA,ÍA,3,0,0,757165
besta,2022,main,ÍBV,FH,4,1,0,691793
