league,season,phase,home,away,hg,ag,corrected,ksi_id
lengjudeild,2023,main,Fjölnir,ÍA,0,1,0,751973
lengjudeild,2023,main,Ægir,Þór,2,3,0,669097
lengjudeild,2023,main,Leiknir R.,Grótta,2,1,0,760277
lengjudeild,2023,main,Afturelding,Grindavík,1,2,0,765715
lengjudeild,2023,main,Grótta,ÍA,1,3,0,750863
lengjudeild,2023,main,Vestri,Selfoss,2,1,0,753321
lengjudeild,2023,main,ÍA,Leiknir R.,1,5,0,743658
lengjudeild,2023,main,Selfoss,Ægir,3,1,0,746014
lengjudeild,2023,main,Afturelding,Grótta,1,1,0,765717
lengjudeild,2023,main,Þróttur R.,Njarðvík,3,5,0,766058
lengjudeild,2023,main,Grindavík,Vestri,1,1,0,767925
lengjudeild,2023,main,Þór,Fjölnir,0,1,0,768015
lengjudeild,2023,main,Leiknir R.,Þór,1,0,0,760300
lengjudeild,2023,main,Njarðvík,Grindavík,4,1,0,757772
lengjudeild,2023,main,Fjölnir,Selfoss,2,4,0,752048
lengjudeild,2023,main,Vestri,Grótta,3,0,0,753488
lengjudeild,2023,main,Afturelding,ÍA,2,5,0,765718
lengjudeild,2023,main,Ægir,Þróttur R.,2,2,0,669093
lengjudeild,2023,main,Selfoss,Grindavík,2,0,0,745975
lengjudeild,2023,main,Þór,Grótta,3,1,0,671551
lengjudeild,2023,main,Vestri,Þór,1,0,0,753487
lengjudeild,2023,main,Afturelding,Selfoss,9,0,0,765719
lengjudeild,2023,main,Njarðvík,Grótta,1,3,0,757775
lengjudeild,2023,main,Grindavík,ÍA,0,2,0,767927
lengjudeild,2023,main,Fjölnir,Ægir,5,1,0,752109
lengjudeild,2023,main,Leiknir R.,Þróttur R.,3,2,0,760311
lengjudeild,2023,main,Þróttur R.,Fjölnir,2,2,0,766059
lengjudeild,2023,main,Þór,Afturelding,1,3,0,671546
lengjudeild,2023,main,Ægir,Njarðvík,1,0,0,669088
lengjudeild,2023,main,Selfoss,Leiknir R.,2,4,0,746006
lengjudeild,2023,main,ÍA,Vestri,1,1,0,743663
lengjudeild,2023,main,Grótta,Grindavík,2,0,0,750862
lengjudeild,2023,main,Afturelding,Þróttur R.,1,0,0,765725
lengjudeild,2023,main,Leiknir R.,Ægir,3,2,0,760322
lengjudeild,2023,main,Njarðvík,Fjölnir,1,1,0,757789
lengjudeild,2023,main,Grindavík,Þór,1,1,0,767915
lengjudeild,2023,main,Þróttur R.,Vestri,1,2,0,766061
lengjudeild,2023,main,ÍA,Njarðvík,2,1,0,743669
lengjudeild,2023,main,Ægir,Afturelding,1,4,0,669089
lengjudeild,2023,main,Fjölnir,Leiknir R.,4,1,0,752029
lengjudeild,2023,main,Leiknir R.,Njarðvík,3,0,0,760189
lengjudeild,2023,main,Vestri,Ægir,1,2,0,753486
lengjudeild,2023,main,Grindavík,Þróttur R.,1,2,0,767922
lengjudeild,2023,main,Afturelding,Fjölnir,4,3,0,765727
lengjudeild,2023,main,ÍA,Þór,4,0,0,743701
lengjudeild,2023,main,Grótta,Selfoss,1,0,0,750882
lengjudeild,2023,main,Vestri,Leiknir R.,1,0,0,753485
lengjudeild,2023,main,Fjölnir,Vestri,1,1,0,752087
lengjudeild,2023,main,Njarðvík,Þór,2,2,0,757790
lengjudeild,2023,main,Selfoss,ÍA,3,4,0,745955
lengjudeild,2023,main,Leiknir R.,Afturelding,2,2,0,760196
lengjudeild,2023,main,Þróttur R.,Grótta,2,1,0,766062
lengjudeild,2023,main,Ægir,Grindavík,1,3,0,669086
lengjudeild,2023,main,ÍA,Þróttur R.,6,3,0,743753
lengjudeild,2023,main,Afturelding,Njarðvík,7,2,0,765728
lengjudeild,2023,main,Þór,Selfoss,2,1,0,671553
lengjudeild,2023,main,Grótta,Ægir,2,1,0,750899
lengjudeild,2023,main,Grindavík,Fjölnir,0,1,0,767928
lengjudeild,2023,main,Afturelding,Vestri,3,1,0,765732
lengjudeild,2023,main,Þróttur R.,Þór,3,0,0,766004
lengjudeild,2023,main,Leiknir R.,Grindavík,2,2,0,760195
lengjudeild,2023,main,Ægir,ÍA,0,1,0,669085
lengjudeild,2023,main,Fjölnir,Grótta,2,2,0,715394
lengjudeild,2023,main,Njarðvík,Selfoss,1,1,0,757798
lengjudeild,2023,main,Vestri,Njarðvík,2,0,0,753484
lengjudeild,2023,main,Grótta,Leiknir R.,5,1,0,750900
lengjudeild,2023,main,Þór,Ægir,3,1,0,671554
lengjudeild,2023,main,ÍA,Fjölnir,1,2,0,743757
lengjudeild,2023,main,Selfoss,Þróttur R.,2,1,0,748937
lengjudeild,2023,main,Grindavík,Afturelding,0,3,0,767926
lengjudeild,2023,main,Vestri,Grindavík,0,2,0,753483
lengjudeild,2023,main,Ægir,Selfoss,1,3,0,669083
lengjudeild,2023,main,Njarðvík,Þróttur R.,3,1,0,757803
lengjudeild,2023,main,Leiknir R.,ÍA,2,3,0,760182
lengjudeild,2023,main,Fjölnir,Þór,6,0,0,715391
lengjudeild,2023,main,Grótta,Afturelding,2,3,0,750901
lengjudeild,2023,main,ÍA,Afturelding,1,1,0,743762
lengjudeild,2023,main,Grindavík,Njarðvík,1,0,0,767937
lengjudeild,2023,main,Þróttur R.,Ægir,3,1,0,766006
lengjudeild,2023,main,Grótta,Vestri,2,2,0,750902
lengjudeild,2023,main,Selfoss,Fjölnir,1,2,0,748935
lengjudeild,2023,main,Þór,Leiknir R.,1,0,0,671555
lengjudeild,2023,main,Vestri,ÍA,2,2,0,753482
lengjudeild,2023,main,Afturelding,Þór,1,0,0,598264
lengjudeild,2023,main,Leiknir R.,Selfoss,2,3,0,760353
lengjudeild,2023,main,Grindavík,Grótta,0,0,0,767935
lengjudeild,2023,main,Njarðvík,Ægir,2,2,0,763449
lengjudeild,2023,main,Fjölnir,Þróttur R.,3,3,0,715389
lengjudeild,2023,main,Þór,Vestri,2,1,0,715846
lengjudeild,2023,main,ÍA,Grindavík,0,2,0,743766
lengjudeild,2023,main,Ægir,Fjölnir,0,1,0,669081
lengjudeild,2023,main,Grótta,Njarðvík,1,1,0,750904
lengjudeild,2023,main,Selfoss,Afturelding,1,3,0,748930
lengjudeild,2023,main,Þróttur R.,Leiknir R.,1,3,0,766007
lengjudeild,2024,main,Dalvík/Reynir,Þróttur R.,2,5,0,586337
lengjudeild,2024,main,Grótta,Þór,1,2,0,750148
lengjudeild,2024,main,Leiknir R.,ÍBV,1,1,0,760506
lengjudeild,2024,main,Keflavík,Fjölnir,4,0,0,762049
lengjudeild,2024,main,Afturelding,ÍR,3,0,0,765526
lengjudeild,2024,main,Grindavík,Njarðvík,2,2,0,769426
lengjudeild,2024,main,Þór,Dalvík/Reynir,2,0,0,767995
lengjudeild,2024,main,Þróttur R.,Leiknir R.,2,3,1,766094
lengjudeild,2024,main,Fjölnir,Afturelding,2,0,0,751971
lengjudeild,2024,main,ÍR,Grótta,2,1,0,618414
lengjudeild,2024,main,ÍBV,Grindavík,6,0,0,692398
lengjudeild,2024,main,Njarðvík,Keflavík,0,0,0,757765
lengjudeild,2024,main,Leiknir R.,Dalvík/Reynir,2,1,0,760575
lengjudeild,2024,main,Þór,ÍR,1,1,0,767986
lengjudeild,2024,main,Grótta,Fjölnir,2,1,0,750152
lengjudeild,2024,main,Afturelding,Njarðvík,4,1,0,765522
lengjudeild,2024,main,Keflavík,ÍBV,3,2,0,762048
lengjudeild,2024,main,Grindavík,Þróttur R.,2,2,0,769420
lengjudeild,2024,main,Leiknir R.,Þór,5,1,0,760433
lengjudeild,2024,main,Dalvík/Reynir,Grindavík,1,7,0,586315
lengjudeild,2024,main,ÍBV,Afturelding,2,3,0,692399
lengjudeild,2024,main,Þróttur R.,Keflavík,3,2,0,766108
lengjudeild,2024,main,Njarðvík,Grótta,1,0,0,757749
lengjudeild,2024,main,Fjölnir,ÍR,1,2,0,751972
lengjudeild,2024,main,Afturelding,Þróttur R.,1,0,0,765554
lengjudeild,2024,main,Þór,Fjölnir,1,1,0,768017
lengjudeild,2024,main,ÍBV,Grótta,2,1,0,692367
lengjudeild,2024,main,ÍR,Njarðvík,1,1,0,618535
lengjudeild,2024,main,Grindavík,Leiknir R.,3,3,0,769430
lengjudeild,2024,main,Keflavík,Dalvík/Reynir,3,1,0,762057
lengjudeild,2024,main,Njarðvík,Fjölnir,0,0,0,757805
lengjudeild,2024,main,Þróttur R.,Grótta,3,1,0,766107
lengjudeild,2024,main,Leiknir R.,Keflavík,0,0,0,760437
lengjudeild,2024,main,ÍBV,ÍR,2,2,0,692368
lengjudeild,2024,main,Dalvík/Reynir,Afturelding,1,3,0,586317
lengjudeild,2024,main,Grindavík,Þór,3,0,0,769412
lengjudeild,2024,main,Þór,Njarðvík,2,2,0,767989
lengjudeild,2024,main,Grótta,Dalvík/Reynir,2,3,0,750131
lengjudeild,2024,main,ÍR,Þróttur R.,1,0,0,618522
lengjudeild,2024,main,Fjölnir,ÍBV,1,5,0,752019
lengjudeild,2024,main,Afturelding,Leiknir R.,1,1,0,765552
lengjudeild,2024,main,Keflavík,Grindavík,2,1,0,762056
lengjudeild,2024,main,ÍBV,Njarðvík,2,1,0,692369
lengjudeild,2024,main,Þróttur R.,Fjölnir,0,0,0,766106
lengjudeild,2024,main,Keflavík,Þór,3,2,0,762055
lengjudeild,2024,main,Dalvík/Reynir,ÍR,1,1,0,586320
lengjudeild,2024,main,Leiknir R.,Grótta,3,1,0,760441
lengjudeild,2024,main,Grindavík,Afturelding,0,3,0,769431
lengjudeild,2024,main,Þór,ÍBV,0,3,0,768001
lengjudeild,2024,main,Fjölnir,Dalvík/Reynir,1,1,0,752021
lengjudeild,2024,main,Grótta,Grindavík,3,1,0,750133
lengjudeild,2024,main,ÍR,Leiknir R.,1,0,0,618514
lengjudeild,2024,main,Njarðvík,Þróttur R.,1,1,0,757800
lengjudeild,2024,main,Afturelding,Keflavík,1,3,0,765549
lengjudeild,2024,main,Þór,Þróttur R.,0,1,0,768007
lengjudeild,2024,main,ÍBV,Dalvík/Reynir,1,0,0,692370
lengjudeild,2024,main,ÍR,Keflavík,0,1,0,618485
lengjudeild,2024,main,Grótta,Afturelding,1,4,0,750134
lengjudeild,2024,main,Njarðvík,Leiknir R.,3,2,0,757794
lengjudeild,2024,main,Fjölnir,Grindavík,5,1,0,752025
lengjudeild,2024,main,Afturelding,Þór,0,3,0,765548
lengjudeild,2024,main,Dalvík/Reynir,Njarðvík,0,0,0,586322
lengjudeild,2024,main,ÍR,Grindavík,3,0,0,618474
lengjudeild,2024,main,Leiknir R.,Fjölnir,0,1,0,760451
lengjudeild,2024,main,Keflavík,Grótta,2,1,0,762054
lengjudeild,2024,main,Þróttur R.,ÍBV,2,1,0,766105
lengjudeild,2024,main,Þór,Grindavík,2,2,0,767987
lengjudeild,2024,main,Þróttur R.,Dalvík/Reynir,4,1,0,766104
lengjudeild,2024,main,ÍBV,Leiknir R.,1,0,0,692380
lengjudeild,2024,main,ÍR,Afturelding,3,0,0,618458
lengjudeild,2024,main,Njarðvík,Grindavík,0,1,0,757793
lengjudeild,2024,main,Þór,Grótta,3,1,0,768010
lengjudeild,2024,main,Fjölnir,Keflavík,0,0,0,752028
lengjudeild,2024,main,Þróttur R.,Grindavík,1,0,0,766102
lengjudeild,2024,main,Njarðvík,Afturelding,2,5,0,757784
lengjudeild,2024,main,ÍR,Þór,1,1,0,618449
lengjudeild,2024,main,Dalvík/Reynir,Leiknir R.,0,1,0,586325
lengjudeild,2024,main,ÍBV,Keflavík,5,0,0,692393
lengjudeild,2024,main,Fjölnir,Grótta,5,2,0,752031
lengjudeild,2024,main,Grótta,ÍR,1,3,0,750137
lengjudeild,2024,main,Leiknir R.,Þróttur R.,3,1,0,760454
lengjudeild,2024,main,Dalvík/Reynir,Þór,1,3,0,586324
lengjudeild,2024,main,Afturelding,Fjölnir,0,1,0,765542
lengjudeild,2024,main,Keflavík,Njarðvík,1,1,0,762053
lengjudeild,2024,main,Grindavík,ÍBV,3,1,0,769437
lengjudeild,2024,main,Grindavík,Dalvík/Reynir,3,1,0,769417
lengjudeild,2024,main,Þór,Leiknir R.,1,2,0,767992
lengjudeild,2024,main,Keflavík,Þróttur R.,1,1,0,762052
lengjudeild,2024,main,ÍR,Fjölnir,3,1,0,618438
lengjudeild,2024,main,Afturelding,ÍBV,0,3,0,765540
lengjudeild,2024,main,Grótta,Njarðvík,2,3,0,750139
lengjudeild,2024,main,Fjölnir,Þór,1,0,0,752035
lengjudeild,2024,main,Leiknir R.,Grindavík,2,3,0,760466
lengjudeild,2024,main,Dalvík/Reynir,Keflavík,0,0,0,586328
lengjudeild,2024,main,Njarðvík,ÍR,3,0,0,757783
lengjudeild,2024,main,Þróttur R.,Afturelding,1,2,0,766101
lengjudeild,2024,main,Grótta,ÍBV,0,3,0,750140
lengjudeild,2024,main,Afturelding,Dalvík/Reynir,4,3,0,765534
lengjudeild,2024,main,Grótta,Þróttur R.,1,1,0,750142
lengjudeild,2024,main,ÍR,ÍBV,2,2,0,618434
lengjudeild,2024,main,Fjölnir,Njarðvík,4,2,0,707258
lengjudeild,2024,main,Keflavík,Leiknir R.,5,0,0,762051
lengjudeild,2024,main,ÍBV,Fjölnir,2,2,0,692394
lengjudeild,2024,main,Dalvík/Reynir,Grótta,2,2,0,586330
lengjudeild,2024,main,Leiknir R.,Afturelding,0,1,0,760489
lengjudeild,2024,main,Þróttur R.,ÍR,5,0,0,766100
lengjudeild,2024,main,Grindavík,Keflavík,2,2,0,769424
lengjudeild,2024,main,Njarðvík,Þór,5,1,0,757777
lengjudeild,2024,main,Njarðvík,ÍBV,0,0,0,757767
lengjudeild,2024,main,ÍR,Dalvík/Reynir,1,1,0,618433
lengjudeild,2024,main,Grótta,Leiknir R.,4,3,0,750145
lengjudeild,2024,main,Þór,Keflavík,1,1,0,767983
lengjudeild,2024,main,Afturelding,Grindavík,1,1,0,765530
lengjudeild,2024,main,Fjölnir,Þróttur R.,3,1,0,707252
lengjudeild,2024,main,Keflavík,Afturelding,3,0,0,762050
lengjudeild,2024,main,Grindavík,Grótta,2,2,0,769415
lengjudeild,2024,main,ÍBV,Þór,1,1,0,692395
lengjudeild,2024,main,Dalvík/Reynir,Fjölnir,0,0,0,586332
lengjudeild,2024,main,Leiknir R.,ÍR,1,0,0,760497
lengjudeild,2024,main,Þróttur R.,Njarðvík,0,1,0,766099
lengjudeild,2024,main,Grindavík,ÍR,1,1,0,769423
lengjudeild,2024,main,Grótta,Keflavík,1,0,0,750147
lengjudeild,2024,main,ÍBV,Þróttur R.,4,2,0,692396
lengjudeild,2024,main,Fjölnir,Leiknir R.,1,0,0,707243
lengjudeild,2024,main,Þór,Afturelding,4,2,0,716239
lengjudeild,2024,main,Njarðvík,Dalvík/Reynir,3,0,0,763827
lengjudeild,2024,main,Dalvík/Reynir,ÍBV,3,1,0,586336
lengjudeild,2024,main,Leiknir R.,Njarðvík,1,2,0,760501
lengjudeild,2024,main,Afturelding,Grótta,1,1,0,765527
lengjudeild,2024,main,Þróttur R.,Þór,1,1,0,766095
lengjudeild,2024,main,Keflavík,ÍR,1,2,0,763824
lengjudeild,2024,main,Grindavík,Fjölnir,2,3,0,685690
lengjudeild,2025,main,Fjölnir,Leiknir R.,1,2,0,700671
lengjudeild,2025,main,Selfoss,Keflavík,1,4,0,748282
lengjudeild,2025,main,Völsungur,HK,0,4,0,765151
lengjudeild,2025,main,Þróttur R.,Þór,1,2,0,766126
lengjudeild,2025,main,ÍR,Fylkir,1,2,0,769612
lengjudeild,2025,main,Njarðvík,Grindavík,3,0,0,769777
lengjudeild,2025,main,Fylkir,Völsungur,1,2,0,769726
lengjudeild,2025,main,Grindavík,ÍR,3,1,0,767909
lengjudeild,2025,main,Leiknir R.,Selfoss,2,0,0,760223
lengjudeild,2025,main,Keflavík,Njarðvík,2,1,0,762000
lengjudeild,2025,main,Þór,Fjölnir,2,1,0,716420
lengjudeild,2025,main,HK,Þróttur R.,5,2,0,729108
lengjudeild,2025,main,Selfoss,Þór,3,2,0,748272
lengjudeild,2025,main,Völsungur,Grindavík,2,0,0,764995
lengjudeild,2025,main,HK,Fylkir,0,2,0,729102
lengjudeild,2025,main,Fjölnir,Þróttur R.,1,2,0,700631
lengjudeild,2025,main,ÍR,Keflavík,4,2,0,769592
lengjudeild,2025,main,Njarðvík,Leiknir R.,3,1,0,769798
lengjudeild,2025,main,Keflavík,Völsungur,7,2,0,761999
lengjudeild,2025,main,Þór,Njarðvík,3,1,0,716433
lengjudeild,2025,main,Fjölnir,HK,1,5,0,700614
lengjudeild,2025,main,Leiknir R.,ÍR,1,1,0,760639
lengjudeild,2025,main,Grindavík,Fylkir,0,4,0,767913
lengjudeild,2025,main,Þróttur R.,Selfoss,2,1,0,766113
lengjudeild,2025,main,Völsungur,Leiknir R.,1,2,0,765237
lengjudeild,2025,main,ÍR,Þór,0,1,0,769601
lengjudeild,2025,main,Njarðvík,Þróttur R.,2,3,0,769790
lengjudeild,2025,main,Fylkir,Keflavík,4,0,0,769718
lengjudeild,2025,main,Selfoss,Fjölnir,1,2,0,748267
lengjudeild,2025,main,HK,Grindavík,3,3,0,729101
lengjudeild,2025,main,Þróttur R.,ÍR,3,1,0,766015
lengjudeild,2025,main,Fjölnir,Njarðvík,1,2,0,596041
lengjudeild,2025,main,Selfoss,HK,3,0,0,748257
lengjudeild,2025,main,Leiknir R.,Fylkir,1,0,0,760165
lengjudeild,2025,main,Keflavík,Grindavík,4,0,0,761998
lengjudeild,2025,main,Völsungur,Þór,2,5,0,765079
lengjudeild,2025,main,Völsungur,Þróttur R.,2,2,0,765086
lengjudeild,2025,main,ÍR,Fjölnir,3,3,0,769589
lengjudeild,2025,main,Grindavík,Leiknir R.,3,2,0,767941
lengjudeild,2025,main,Njarðvík,Selfoss,2,1,0,769784
lengjudeild,2025,main,HK,Keflavík,3,0,0,729022
lengjudeild,2025,main,Fylkir,Þór,1,2,0,769735
lengjudeild,2025,main,Selfoss,ÍR,0,1,0,748120
lengjudeild,2025,main,Fjölnir,Völsungur,1,1,0,596049
lengjudeild,2025,main,Leiknir R.,Keflavík,0,2,0,760142
lengjudeild,2025,main,Njarðvík,HK,3,0,0,769793
lengjudeild,2025,main,Þróttur R.,Fylkir,2,1,0,766080
lengjudeild,2025,main,Þór,Grindavík,2,0,0,716489
lengjudeild,2025,main,Völsungur,Selfoss,4,0,0,765107
lengjudeild,2025,main,Grindavík,Þróttur R.,1,2,0,767919
lengjudeild,2025,main,ÍR,Njarðvík,2,2,0,769595
lengjudeild,2025,main,Fylkir,Fjölnir,3,3,0,769699
lengjudeild,2025,main,HK,Leiknir R.,1,0,0,728982
lengjudeild,2025,main,Keflavík,Þór,2,2,0,761997
lengjudeild,2025,main,Völsungur,ÍR,2,3,0,765095
lengjudeild,2025,main,Fylkir,Njarðvík,0,1,0,769753
lengjudeild,2025,main,Keflavík,Fjölnir,5,4,0,761996
lengjudeild,2025,main,Leiknir R.,Þróttur R.,1,1,0,760151
lengjudeild,2025,main,Grindavík,Selfoss,0,2,0,757271
lengjudeild,2025,main,HK,Þór,1,2,0,728981
lengjudeild,2025,main,Þór,Leiknir R.,2,0,0,716825
lengjudeild,2025,main,Völsungur,Njarðvík,1,1,0,765060
lengjudeild,2025,main,Selfoss,Fylkir,3,1,0,748082
lengjudeild,2025,main,Þróttur R.,Keflavík,3,2,0,766135
lengjudeild,2025,main,ÍR,HK,1,2,0,769593
lengjudeild,2025,main,Fjölnir,Grindavík,2,3,0,596070
lengjudeild,2025,main,Grindavík,Keflavík,1,4,0,767920
lengjudeild,2025,main,HK,Völsungur,3,1,0,728948
lengjudeild,2025,main,Leiknir R.,Fjölnir,0,1,0,760158
lengjudeild,2025,main,Fylkir,ÍR,1,2,0,769667
lengjudeild,2025,main,Grindavík,Njarðvík,1,5,0,767932
lengjudeild,2025,main,Keflavík,Selfoss,3,2,0,761995
lengjudeild,2025,main,Þór,Þróttur R.,1,2,0,716829
lengjudeild,2025,main,Völsungur,Fylkir,1,4,0,765005
lengjudeild,2025,main,Selfoss,Leiknir R.,2,2,0,748042
lengjudeild,2025,main,ÍR,Grindavík,6,1,0,769605
lengjudeild,2025,main,Þróttur R.,HK,2,2,0,766157
lengjudeild,2025,main,Fjölnir,Þór,0,5,0,596075
lengjudeild,2025,main,Njarðvík,Keflavík,3,1,0,769788
lengjudeild,2025,main,Keflavík,ÍR,0,0,0,761994
lengjudeild,2025,main,Þór,Selfoss,2,0,0,716854
lengjudeild,2025,main,Grindavík,Völsungur,2,4,0,767942
lengjudeild,2025,main,Fylkir,HK,1,2,0,769769
lengjudeild,2025,main,Leiknir R.,Njarðvík,1,1,0,760172
lengjudeild,2025,main,Þróttur R.,Fjölnir,1,4,0,766030
lengjudeild,2025,main,Njarðvík,Þór,3,1,0,769779
lengjudeild,2025,main,Völsungur,Keflavík,1,1,0,765249
lengjudeild,2025,main,Selfoss,Þróttur R.,0,2,0,747989
lengjudeild,2025,main,HK,Fjölnir,3,0,0,728945
lengjudeild,2025,main,ÍR,Leiknir R.,1,0,0,769607
lengjudeild,2025,main,Fylkir,Grindavík,1,1,0,769748
lengjudeild,2025,main,Þróttur R.,Njarðvík,2,2,0,766057
lengjudeild,2025,main,Keflavík,Fylkir,1,1,0,761993
lengjudeild,2025,main,Fjölnir,Selfoss,0,2,0,596103
lengjudeild,2025,main,Þór,ÍR,1,1,0,716866
lengjudeild,2025,main,Leiknir R.,Völsungur,3,1,0,760417
lengjudeild,2025,main,Grindavík,HK,2,1,0,767936
lengjudeild,2025,main,ÍR,Þróttur R.,2,1,0,769599
lengjudeild,2025,main,Fylkir,Leiknir R.,1,2,0,769692
lengjudeild,2025,main,Njarðvík,Fjölnir,1,1,0,769776
lengjudeild,2025,main,Þór,Völsungur,1,3,0,716871
lengjudeild,2025,main,HK,Selfoss,4,1,0,728928
lengjudeild,2025,main,Leiknir R.,Grindavík,2,6,0,760494
lengjudeild,2025,main,Selfoss,Njarðvík,0,4,0,747852
lengjudeild,2025,main,Keflavík,HK,0,3,0,761992
lengjudeild,2025,main,Fjölnir,ÍR,0,3,0,596174
lengjudeild,2025,main,Þór,Fylkir,4,1,0,716929
lengjudeild,2025,main,Þróttur R.,Völsungur,4,1,0,766060
lengjudeild,2025,main,Völsungur,Fjölnir,2,1,0,765195
lengjudeild,2025,main,Grindavík,Þór,3,4,0,767940
lengjudeild,2025,main,ÍR,Selfoss,2,0,0,769591
lengjudeild,2025,main,Fylkir,Þróttur R.,1,2,0,769666
lengjudeild,2025,main,HK,Njarðvík,1,3,0,728890
lengjudeild,2025,main,Keflavík,Leiknir R.,6,0,0,761991
lengjudeild,2025,main,Þróttur R.,Grindavík,2,4,0,766055
lengjudeild,2025,main,Þór,Keflavík,2,4,0,716934
lengjudeild,2025,main,Selfoss,Völsungur,1,2,0,747610
lengjudeild,2025,main,Leiknir R.,HK,0,1,0,760563
lengjudeild,2025,main,Njarðvík,ÍR,1,1,0,769799
lengjudeild,2025,main,Fjölnir,Fylkir,1,1,0,596333
lengjudeild,2025,main,Njarðvík,Völsungur,5,1,0,769791
lengjudeild,2025,main,Grindavík,Fjölnir,3,3,0,767924
lengjudeild,2025,main,Fylkir,Selfoss,2,0,0,769750
lengjudeild,2025,main,HK,ÍR,1,1,0,728887
lengjudeild,2025,main,Keflavík,Þróttur R.,0,1,0,761990
lengjudeild,2025,main,Leiknir R.,Þór,1,4,0,760588
lengjudeild,2025,main,ÍR,Völsungur,1,0,0,700579
lengjudeild,2025,main,Þróttur R.,Leiknir R.,1,1,0,766053
lengjudeild,2025,main,Njarðvík,Fylkir,1,1,0,769783
lengjudeild,2025,main,Fjölnir,Keflavík,1,3,0,700578
lengjudeild,2025,main,Þór,HK,1,1,0,716943
lengjudeild,2025,main,Selfoss,Grindavík,2,1,0,747512
